"hotel_name";"food";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"McDonald's";"Burgers";"Kandivali East";4.5;27;"30";"75 "
"McDonald's";"Beverages";"Kandivali East";4.5;27;"30";"75 "
"McDonald's";"Cafe";"Kandivali East";4.5;27;"30";"75 "
"McDonald's";"Desserts";"Kandivali East";4.5;27;"30";"75 "
"KFC";"Burgers";"Kandivali East";4.2;30;"40";"80 "
"KFC";"Biryani";"Kandivali East";4.2;30;"40";"80 "
"KFC";"American";"Kandivali East";4.2;30;"40";"80 "
"KFC";"Snacks";"Kandivali East";4.2;30;"40";"80 "
"KFC";"Fast Food";"Kandivali East";4.2;30;"40";"80 "
"Domino's Pizza";"Pizzas";"Kandivali East";4.3;25;"Not Available";"299 "
"Domino's Pizza";"Italian";"Kandivali East";4.3;25;"Not Available";"299 "
"Domino's Pizza";"Pastas";"Kandivali East";4.3;25;"Not Available";"299 "
"Domino's Pizza";"Desserts";"Kandivali East";4.3;25;"Not Available";"299 "
"Charcoal Eats - Biryani & Beyond";"Biryani";"Kandivali East";4.3;24;"50";"100 "
"Charcoal Eats - Biryani & Beyond";"Kebabs";"Kandivali East";4.3;24;"50";"100 "
"Charcoal Eats - Biryani & Beyond";"Hyderabadi";"Kandivali East";4.3;24;"50";"100 "
"Charcoal Eats - Biryani & Beyond";"North Indian";"Kandivali East";4.3;24;"50";"100 "
"Sandwizzaa";"Snacks";"Kandivali East";4.6;22;"60";"120 "
"Sandwizzaa";"Fast Food";"Kandivali East";4.6;22;"60";"120 "
"Sandwizzaa";"Beverages";"Kandivali East";4.6;22;"60";"120 "
"Sandwizzaa";"Jain";"Kandivali East";4.6;22;"60";"120 "
"1441 Pizzeria";"Italian";"Kandivali East";3.8;32;"60";"120 "
"1441 Pizzeria";"Pizzas";"Kandivali East";3.8;32;"60";"120 "
"1441 Pizzeria";"Pastas";"Kandivali East";3.8;32;"60";"120 "
"Hangout Cakes & More";"Desserts";"Kandivali East";4.4;24;"60";"150 "
"Hangout Cakes & More";"Bakery";"Kandivali East";4.4;24;"60";"150 "
"Love & Cheesecake ";"Desserts";"Kandivali East";4.5;14;"0";"Not Available"
"Nothing But Chicken";"Salads";"Kandivali East";4.5;22;"20";"50 "
"Nothing But Chicken";"Biryani";"Kandivali East";4.5;22;"20";"50 "
"Nothing But Chicken";"Kebabs";"Kandivali East";4.5;22;"20";"50 "
"Nothing But Chicken";"Fast Food";"Kandivali East";4.5;22;"20";"50 "
"Nothing But Chicken";"Healthy Food";"Kandivali East";4.5;22;"20";"50 "
"Sweet Bengal";"Sweets";"Kandivali East";4.6;13;"20";"50 "
"Sweet Bengal";"Indian";"Kandivali East";4.6;13;"20";"50 "
"Sweet Bengal";"Snacks";"Kandivali East";4.6;13;"20";"50 "
"Sweet Bengal";"Desserts";"Kandivali East";4.6;13;"20";"50 "
"Atta Girl";"South Indian";"Kandivali East";4.7;27;"0";"Not Available"
"NIC Ice Creams";"Ice Cream";"Kandivali East";4.7;17;"Not Available";"149 "
"NIC Ice Creams";"Desserts";"Kandivali East";4.7;17;"Not Available";"149 "
"Poetry By Love & Cheesecake";"Desserts";"Kandivali East";4.4;34;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Ice Cream";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Ice Cream Cakes";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Desserts";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Beverages";"Kandivali East";4.6;18;"0";"Not Available"
"NOTO - Ice Creams & Desserts";"Ice Cream";"Kandivali East";4.6;15;"Not Available";"799 "
"McDonald's Gourmet Burger Collection";"Burgers";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Beverages";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Cafe";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Desserts";"Kandivali East";4.3;26;"0";"Not Available"
"Grameen Kulfi";"Ice Cream";"Kandivali East";4.7;16;"Not Available";"99 "
"Grameen Kulfi";"Desserts";"Kandivali East";4.7;16;"Not Available";"99 "
"Surbhi Sweets And Snacks";"Sweets";"Kandivali East";4.2;24;"Not Available";"599 "
"Surbhi Sweets And Snacks";"Chaat";"Kandivali East";4.2;24;"Not Available";"599 "
"Surbhi Sweets And Snacks";"Snacks";"Kandivali East";4.2;24;"Not Available";"599 "
"Surbhi Sweets And Snacks";"Desserts";"Kandivali East";4.2;24;"Not Available";"599 "
"Surbhi Sweets And Snacks";"Beverages";"Kandivali East";4.2;24;"Not Available";"599 "
"Surbhi Sweets And Snacks";"Indian";"Kandivali East";4.2;24;"Not Available";"599 "
"Jumboking Indian Burger";"American";"Kandivali East";4.5;25;"Not Available";"449 "
"Jumboking Indian Burger";"Mexican";"Kandivali East";4.5;25;"Not Available";"449 "
"Jumboking Indian Burger";"Fast Food";"Kandivali East";4.5;25;"Not Available";"449 "
"Jumboking Indian Burger";"Snacks";"Kandivali East";4.5;25;"Not Available";"449 "
"Jumboking Indian Burger";"Beverages";"Kandivali East";4.5;25;"Not Available";"449 "
"Theobroma";"Bakery";"Kandivali East";4.5;23;"Not Available";"999 "
"Theobroma";"Desserts";"Kandivali East";4.5;23;"Not Available";"999 "
"Amul Real Milk Real Ice Cream";"Ice Cream";"Kandivali East";4.3;29;"Not Available";"749"
"Dabba Garam (Homestyle,Combo, Thali & More)";"Home Food";"Borivali";4.5;35;"15";"45"
"Dabba Garam (Homestyle,Combo, Thali & More)";"North Indian";"Borivali";4.5;35;"15";"45"
"Dabba Garam (Homestyle,Combo, Thali & More)";"Thai";"Borivali";4.5;35;"15";"45"
"KFC";"Burgers";"Kandivali East";4.2;30;"40";"80"
"KFC";"Biryani";"Kandivali East";4.2;30;"40";"80"
"KFC";"American";"Kandivali East";4.2;30;"40";"80"
"KFC";"Snacks";"Kandivali East";4.2;30;"40";"80"
"KFC";"Fast Food";"Kandivali East";4.2;30;"40";"80"
"McDonald's";"Burgers";"Kandivali East";4.5;27;"30";"75"
"McDonald's";"Beverages";"Kandivali East";4.5;27;"30";"75"
"McDonald's";"Cafe";"Kandivali East";4.5;27;"30";"75"
"McDonald's";"Desserts";"Kandivali East";4.5;27;"30";"75"
"Bakingo-Cakes & Desserts";"Bakery";"Kandivali East";4.4;33;"Not Available";"999"
"Bakingo-Cakes & Desserts";"Desserts";"Kandivali East";4.4;33;"Not Available";"999"
"Bakingo-Cakes & Desserts";"Beverages";"Kandivali East";4.4;33;"Not Available";"999"
"Bakingo-Cakes & Desserts";"Snacks";"Kandivali East";4.4;33;"Not Available";"999"
"Domino's Pizza";"Pizzas";"Kandivali East";4.3;25;"Not Available";"299"
"Domino's Pizza";"Italian";"Kandivali East";4.3;25;"Not Available";"299"
"Domino's Pizza";"Pastas";"Kandivali East";4.3;25;"Not Available";"299"
"Domino's Pizza";"Desserts";"Kandivali East";4.3;25;"Not Available";"299"
"NH1 Bowls - Highway To North";"North Indian";"Kandivali East";4.7;16;"50";"100"
"NH1 Bowls - Highway To North";"Punjabi";"Kandivali East";4.7;16;"50";"100"
"NH1 Bowls - Highway To North";"Home Food";"Kandivali East";4.7;16;"50";"100"
"63 By-Lane";"Pizzas";"Kandivali East";4.3;36;"Not Available";"699"
"63 By-Lane";"Pastas";"Kandivali East";4.3;36;"Not Available";"699"
"63 By-Lane";"Salads";"Kandivali East";4.3;36;"Not Available";"699"
"Nishi Home Delites";"Indian";"Kandivali East";4.6;27;"Not Available";"0"
"Nishi Home Delites";"Punjabi";"Kandivali East";4.6;27;"Not Available";"0"
"Rasobongo";"Bengali";"Kandivali East";4.4;13;"10";"40"
"Rasobongo";"Sweets";"Kandivali East";4.4;13;"10";"40"
"Rasobongo";"Desserts";"Kandivali East";4.4;13;"10";"40"
"Rasobongo";"Snacks";"Kandivali East";4.4;13;"10";"40"
"Central Prabhu";"Mughlai";"Kandivali East";4.4;35;"Not Available";"299"
"Central Prabhu";"North Indian";"Kandivali East";4.4;35;"Not Available";"299"
"Central Prabhu";"Chinese";"Kandivali East";4.4;35;"Not Available";"299"
"Central Prabhu";"Konkan";"Kandivali East";4.4;35;"Not Available";"299"
"Central Prabhu";"Malwani";"Kandivali East";4.4;35;"Not Available";"299"
"Peetuk";"Biryani";"Kandivali East";4.2;22;"Not Available";"249"
"Peetuk";"Bengali";"Kandivali East";4.2;22;"Not Available";"249"
"The Joy Pizzateria";"Pizzas";"Kandivali East";4.1;24;"60";"120"
"The Joy Pizzateria";"Beverages";"Kandivali East";4.1;24;"60";"120"
"Theobroma";"Bakery";"Kandivali East";4.5;15;"Not Available";"999"
"Theobroma";"Desserts";"Kandivali East";4.5;15;"Not Available";"999"
"Third Wave Coffee";"Cafe";"Kandivali East";4.3;18;"20";"50"
"Third Wave Coffee";"Beverages";"Kandivali East";4.3;18;"20";"50"
"Third Wave Coffee";"Desserts";"Kandivali East";4.3;18;"20";"50"
"Big Bowl";"North Indian";"Kandivali East";4.0;24;"Not Available";"169"
"Big Bowl";"Chinese";"Kandivali East";4.0;24;"Not Available";"169"
"Big Bowl";"Tibetan";"Kandivali East";4.0;24;"Not Available";"169"
"Big Bowl";"Desserts";"Kandivali East";4.0;24;"Not Available";"169"
"Shree mithai";"Indian";"Borivali";4.7;24;"0";"Not Available"
"Breadkraft";"Pizzas";"Mumbai";4.3;21;"30";"75"
"The Bengal Club";"Bengali";"Kandivali East";4.1;18;"Not Available";"249"
"Shawarmaji";"Lebanese";"Kandivali East";4.4;16;"Not Available";"0"
"Charcoal Eats - Biryani & Beyond";"Biryani";"Kandivali East";4.3;24;"50";"100"
"Charcoal Eats - Biryani & Beyond";"Kebabs";"Kandivali East";4.3;24;"50";"100"
"Charcoal Eats - Biryani & Beyond";"Hyderabadi";"Kandivali East";4.3;24;"50";"100"
"Charcoal Eats - Biryani & Beyond";"North Indian";"Kandivali East";4.3;24;"50";"100"
"Good Flippin' Burgers";"American";"Kandivali East";4.6;18;"20";"50"
"Good Flippin' Burgers";"Fast Food";"Kandivali East";4.6;18;"20";"50"
"Good Flippin' Burgers";"Burgers";"Kandivali East";4.6;18;"20";"50"
"Achija";"North Indian";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"South Indian";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"Chinese";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"Beverages";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"Indian";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"Burgers";"Kandivali East";4.2;22;"0";"Not Available"
"Achija";"Chaat";"Kandivali East";4.2;22;"0";"Not Available"
"Granville Greens";"North Indian";"Borivali";4.4;36;"10";"500"
"Granville Greens";"South Indian";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Chinese";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Beverages";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Italian";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Mexican";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Lebanese";"Borivali";4.4;36;"10";"500"
"Granville Greens";"Thai";"Borivali";4.4;36;"10";"500"
"New kathiyawadi dhaba";"Indian";"Borivali";4.3;34;"10";"700"
"New kathiyawadi dhaba";"South Indian";"Borivali";4.3;34;"10";"700"
"New kathiyawadi dhaba";"Punjabi";"Borivali";4.3;34;"10";"700"
"New kathiyawadi dhaba";"Rajasthani";"Borivali";4.3;34;"10";"700"
"Granville IDC Kitchen (Borivali)";"South Indian";"Kandivali East";4.5;34;"0";"Not Available"
"Nirvana";"North Indian";"Kandivali East";4.4;32;"0";"Not Available"
"Nirvana";"Jain";"Kandivali East";4.4;32;"0";"Not Available"
"Nirvana";"Kebabs";"Kandivali East";4.4;32;"0";"Not Available"
"Nirvana";"Biryani";"Kandivali East";4.4;32;"0";"Not Available"
"Nirvana";"Chinese";"Kandivali East";4.4;32;"0";"Not Available"
"Banglore Iyanger Bakery";"Bakery";"Kandivali East";4.5;13;"10";"40"
"Sweet County Cake Shop";"Desserts";"Kandivali East";4.6;25;"0";"Not Available"
"Sweet County Cake Shop";"Bakery";"Kandivali East";4.6;25;"0";"Not Available"
"Sweet County Cake Shop";"Snacks";"Kandivali East";4.6;25;"0";"Not Available"
"The Netrik's Joint";"Fast Food";"Kandivali East";4.1;18;"30";"75"
"The Netrik's Joint";"Pizzas";"Kandivali East";4.1;18;"30";"75"
"The Netrik's Joint";"Snacks";"Kandivali East";4.1;18;"30";"75"
"The Netrik's Joint";"Chinese";"Kandivali East";4.1;18;"30";"75"
"The Netrik's Joint";"Beverages";"Kandivali East";4.1;18;"30";"75"
"Sandwizzaa";"Snacks";"Kandivali East";4.6;22;"60";"120"
"Sandwizzaa";"Fast Food";"Kandivali East";4.6;22;"60";"120"
"Sandwizzaa";"Beverages";"Kandivali East";4.6;22;"60";"120"
"Sandwizzaa";"Jain";"Kandivali East";4.6;22;"60";"120"
"Gaurav Sweets And Namkeen";"Sweets";"Kandivali East";4.3;20;"0";"Not Available"
"Gaurav Sweets And Namkeen";"Snacks";"Kandivali East";4.3;20;"0";"Not Available"
"Gaurav Sweets And Namkeen";"Chaat";"Kandivali East";4.3;20;"0";"Not Available"
"Raju's Kitchen";"Chinese";" SARAAF CHOUDHARY NAGAR";4.2;32;"10";"40"
"Raju's Kitchen";"Indian";" SARAAF CHOUDHARY NAGAR";4.2;32;"10";"40"
"Bayleaf";"Indian";"Kandivali East";4.3;32;"10";"1500"
"Bayleaf";"Snacks";"Kandivali East";4.3;32;"10";"1500"
"South Tiffin House";"South Indian";"Kandivali East";4.4;28;"30";"75"
"South Tiffin House";"Fast Food";"Kandivali East";4.4;28;"30";"75"
"South Tiffin House";"Snacks";"Kandivali East";4.4;28;"30";"75"
"Brijwasi Sweets";"Sweets";"Kandivali East";4.3;14;"10";"100"
"Brijwasi Sweets";"Snacks";"Kandivali East";4.3;14;"10";"100"
"1441 Pizzeria";"Italian";"Kandivali East";3.8;32;"60";"120"
"1441 Pizzeria";"Pizzas";"Kandivali East";3.8;32;"60";"120"
"1441 Pizzeria";"Pastas";"Kandivali East";3.8;32;"60";"120"
"Dominic Pizza";"Fast Food";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Pizzas";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Chinese";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Italian";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Pastas";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Desserts";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Burgers";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Mexican";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"American";"Pizza Story";4.1;33;"50";"100"
"Dominic Pizza";"Street Food";"Pizza Story";4.1;33;"50";"100"
"abCoffee";"Cafe";"Kandivali East";4.7;15;"20";"50"
"abCoffee";"Beverages";"Kandivali East";4.7;15;"20";"50"
"abCoffee";"Bakery";"Kandivali East";4.7;15;"20";"50"
"abCoffee";"Desserts";"Kandivali East";4.7;15;"20";"50"
"K Bhagat Tarachand";"North Indian";"Kandivali East";3.8;25;"0";"Not Available"
"Saffron Restaurant";"North Indian";"Kandivali East";4.1;31;"Not Available";"0"
"Saffron Restaurant";"Chinese";"Kandivali East";4.1;31;"Not Available";"0"
"Saffron Restaurant";"Beverages";"Kandivali East";4.1;31;"Not Available";"0"
"Saffron Restaurant";"Tandoor";"Kandivali East";4.1;31;"Not Available";"0"
"Saffron Restaurant";"Kebabs";"Kandivali East";4.1;31;"Not Available";"0"
"Flavours Of China";"Chinese";"Kandivali East";4.4;33;"0";"Not Available"
"The Veg Treat";"North Indian";"Kandivali East";4.4;33;"0";"Not Available"
"The Veg Treat";"South Indian";"Kandivali East";4.4;33;"0";"Not Available"
"The Veg Treat";"Chinese";"Kandivali East";4.4;33;"0";"Not Available"
"The House Of Pasta";"Pastas";"Borivali";4.4;34;"Not Available";"999"
"The House Of Pasta";"Snacks";"Borivali";4.4;34;"Not Available";"999"
"Hangout Cakes & More";"Desserts";"Kandivali East";4.4;24;"60";"150"
"Hangout Cakes & More";"Bakery";"Kandivali East";4.4;24;"60";"150"
"Radhe Dhokla";"North Indian";"Kandivali East";4.3;33;"Not Available";"449"
"Radhe Dhokla";"Gujarati";"Kandivali East";4.3;33;"Not Available";"449"
"Radhe Dhokla";"Punjabi";"Kandivali East";4.3;33;"Not Available";"449"
"Radhe Dhokla";"Fast Food";"Kandivali East";4.3;33;"Not Available";"449"
"Radhe Dhokla";"Chinese";"Kandivali East";4.3;33;"Not Available";"449"
"Radhe Dhokla";"Snacks";"Kandivali East";4.3;33;"Not Available";"449"
"Love & Cheesecake ";"Desserts";"Kandivali East";4.5;14;"0";"Not Available"
"Northern Tadka";"North Indian";"Kandivali East";4.5;31;"10";"40"
"Northern Tadka";"Mughlai";"Kandivali East";4.5;31;"10";"40"
"The Ice Cream Bakery - TIB";"Ice Cream";"Kandivali East";4.5;25;"20";"50"
"The Ice Cream Bakery - TIB";"Bakery";"Kandivali East";4.5;25;"20";"50"
"The Ice Cream Bakery - TIB";"Desserts";"Kandivali East";4.5;25;"20";"50"
"The Ice Cream Bakery - TIB";"Sweets";"Kandivali East";4.5;25;"20";"50"
"The Ice Cream Bakery - TIB";"Beverages";"Kandivali East";4.5;25;"20";"50"
"Chai Sutta Bar";"Indian";"Kandivali East";4.4;26;"10";"40"
"Chai Sutta Bar";"Snacks";"Kandivali East";4.4;26;"10";"40"
"Sweet Bengal";"Sweets";"Kandivali East";4.6;13;"20";"50"
"Sweet Bengal";"Indian";"Kandivali East";4.6;13;"20";"50"
"Sweet Bengal";"Snacks";"Kandivali East";4.6;13;"20";"50"
"Sweet Bengal";"Desserts";"Kandivali East";4.6;13;"20";"50"
"Merwans Cake Stop";"Indian";"Kandivali East";4.7;13;"0";"Not Available"
"Merwans Cake Stop";"Desserts";"Kandivali East";4.7;13;"0";"Not Available"
"Nothing But Chicken";"Salads";"Kandivali East";4.5;22;"20";"50"
"Nothing But Chicken";"Biryani";"Kandivali East";4.5;22;"20";"50"
"Nothing But Chicken";"Kebabs";"Kandivali East";4.5;22;"20";"50"
"Nothing But Chicken";"Fast Food";"Kandivali East";4.5;22;"20";"50"
"Nothing But Chicken";"Healthy Food";"Kandivali East";4.5;22;"20";"50"
"MOJO Pizza - 2X Toppings";"Pizzas";"Kandivali East";4.3;21;"50";"100"
"MOJO Pizza - 2X Toppings";"Italian";"Kandivali East";4.3;21;"50";"100"
"MOJO Pizza - 2X Toppings";"Fast Food";"Kandivali East";4.3;21;"50";"100"
"MOJO Pizza - 2X Toppings";"Desserts";"Kandivali East";4.3;21;"50";"100"
"WeFit-Bowls, Salads & Sandwiches";"Healthy Food";"Vishnu Shivam Mall";4.5;22;"50";"100"
"WeFit-Bowls, Salads & Sandwiches";"Salads";"Vishnu Shivam Mall";4.5;22;"50";"100"
"WeFit-Bowls, Salads & Sandwiches";"Keto";"Vishnu Shivam Mall";4.5;22;"50";"100"
"WeFit-Bowls, Salads & Sandwiches";"Snacks";"Vishnu Shivam Mall";4.5;22;"50";"100"
"Blue Tokai Coffee Roasters";"Healthy Food";"Kandivali East";4.5;19;"20";"50"
"Blue Tokai Coffee Roasters";"Pastas";"Kandivali East";4.5;19;"20";"50"
"Blue Tokai Coffee Roasters";"American";"Kandivali East";4.5;19;"20";"50"
"Blue Tokai Coffee Roasters";"Cafe";"Kandivali East";4.5;19;"20";"50"
"Blue Tokai Coffee Roasters";"Beverages";"Kandivali East";4.5;19;"20";"50"
"Blue Tokai Coffee Roasters";"Bakery";"Kandivali East";4.5;19;"20";"50"
"Daily Kitchen - Homestyle Meals";"Home Food";"Kandivali East";4.3;15;"50";"100"
"Daily Kitchen - Homestyle Meals";"Indian";"Kandivali East";4.3;15;"50";"100"
"Daily Kitchen - Homestyle Meals";"North Indian";"Kandivali East";4.3;15;"50";"100"
"Daily Kitchen - Homestyle Meals";"Thalis";"Kandivali East";4.3;15;"50";"100"
"ZAZA Mughal Biryani";"Biryani";"Kandivali";4.2;16;"50";"100"
"ZAZA Mughal Biryani";"North Indian";"Kandivali";4.2;16;"50";"100"
"ZAZA Mughal Biryani";"Awadhi";"Kandivali";4.2;16;"50";"100"
"Dessertino";"Desserts";"Borivali";4.1;29;"0";"Not Available"
"Cafe Delight";"Indian";"Kandivali East";4.4;29;"0";"Not Available"
"Cafe Delight";"Tandoor";"Kandivali East";4.4;29;"0";"Not Available"
"Atta Girl";"South Indian";"Kandivali East";4.7;27;"0";"Not Available"
"La Pino'z Pizza";"Pizzas";"Kandivali East";4.2;25;"50";"100"
"La Pino'z Pizza";"Pastas";"Kandivali East";4.2;25;"50";"100"
"La Pino'z Pizza";"Italian";"Kandivali East";4.2;25;"50";"100"
"La Pino'z Pizza";"Desserts";"Kandivali East";4.2;25;"50";"100"
"La Pino'z Pizza";"Beverages";"Kandivali East";4.2;25;"50";"100"
"Murlidhar Sweets And Farsan";"Sweets";"Kandivali East";4.7;30;"0";"Not Available"
"Murlidhar Sweets And Farsan";"Street Food";"Kandivali East";4.7;30;"0";"Not Available"
"Murlidhar Sweets And Farsan";"Bengali";"Kandivali East";4.7;30;"0";"Not Available"
"Murlidhar Sweets And Farsan";"Gujarati";"Kandivali East";4.7;30;"0";"Not Available"
"Murlidhar Sweets And Farsan";"Desserts";"Kandivali East";4.7;30;"0";"Not Available"
"Murlidhar Sweets And Farsan";"Fast Food";"Kandivali East";4.7;30;"0";"Not Available"
"Starbucks Coffee";"Beverages";"Kandivali East";4.4;17;"10";"900"
"Starbucks Coffee";"Cafe";"Kandivali East";4.4;17;"10";"900"
"Starbucks Coffee";"Snacks";"Kandivali East";4.4;17;"10";"900"
"Starbucks Coffee";"Desserts";"Kandivali East";4.4;17;"10";"900"
"Starbucks Coffee";"Bakery";"Kandivali East";4.4;17;"10";"900"
"Starbucks Coffee";"Ice Cream";"Kandivali East";4.4;17;"10";"900"
"NIC Ice Creams";"Ice Cream";"Kandivali East";4.7;17;"Not Available";"149"
"NIC Ice Creams";"Desserts";"Kandivali East";4.7;17;"Not Available";"149"
"Borivali Biryani Centre (BBC)";"Biryani";"Kandivali East";4.5;26;"0";"Not Available"
"Borivali Biryani Centre (BBC)";"Chinese";"Kandivali East";4.5;26;"0";"Not Available"
"Borivali Biryani Centre (BBC)";"North Indian";"Kandivali East";4.5;26;"0";"Not Available"
"Borivali Biryani Centre (BBC)";"Punjabi";"Kandivali East";4.5;26;"0";"Not Available"
"Borivali Biryani Centre (BBC)";"Kebabs";"Kandivali East";4.5;26;"0";"Not Available"
"Borivali Biryani Centre (BBC)";"Afghani";"Kandivali East";4.5;26;"0";"Not Available"
"Meemee's";"Ice Cream";"Borivali";4.5;26;"50";"100"
"Meemee's";"Desserts";"Borivali";4.5;26;"50";"100"
"Uncle's Chinese";"Chinese";"Kandivali";3.6;36;"0";"Not Available"
"Uncle's Chinese";"Fast Food";"Kandivali";3.6;36;"0";"Not Available"
"Uncle's Chinese";"Biryani";"Kandivali";3.6;36;"0";"Not Available"
"Uncle's Chinese";"North Indian";"Kandivali";3.6;36;"0";"Not Available"
"Uncle's Chinese";"Beverages";"Kandivali";3.6;36;"0";"Not Available"
"Bangalore Iyengar Bakery";"Bakery";"Borivali";4.3;29;"0";"Not Available"
"Bangalore Iyengar Bakery";"Desserts";"Borivali";4.3;29;"0";"Not Available"
"Kunafa World";"Middle Eastern";"Kandivali East";4.2;36;"0";"Not Available"
"Kunafa World";"Desserts";"Kandivali East";4.2;36;"0";"Not Available"
"Poetry By Love & Cheesecake";"Desserts";"Kandivali East";4.4;34;"0";"Not Available"
"The Cake Factory";"Desserts";"Kandivali East";4.2;22;"60";"120"
"Kusum Rolls";"Indian";"Kandivali East";3.5;32;"0";"Not Available"
"Kusum Rolls";"Fast Food";"Kandivali East";3.5;32;"0";"Not Available"
"Kusum Rolls";"Lebanese";"Kandivali East";3.5;32;"0";"Not Available"
"Kusum Rolls";"Arabian";"Kandivali East";3.5;32;"0";"Not Available"
"Kusum Rolls";"Kebabs";"Kandivali East";3.5;32;"0";"Not Available"
"Patanwala";"Sweets";"Kandivali East";4.8;15;"0";"Not Available"
"Patanwala";"Desserts";"Kandivali East";4.8;15;"0";"Not Available"
"Monginis";"Bakery";"Kandivali East";4.2;14;"20";"50"
"Monginis";"Desserts";"Kandivali East";4.2;14;"20";"50"
"Monginis";"Snacks";"Kandivali East";4.2;14;"20";"50"
"GetAWay-Ice Creams & Desserts";"Ice Cream";"Kandivali";4.7;24;"Not Available";"599"
"GetAWay-Ice Creams & Desserts";"Desserts";"Kandivali";4.7;24;"Not Available";"599"
"GetAWay-Ice Creams & Desserts";"Healthy Food";"Kandivali";4.7;24;"Not Available";"599"
"GetAWay-Ice Creams & Desserts";"Sweets";"Kandivali";4.7;24;"Not Available";"599"
"Mealful Rolls - India's Biggest Rolls";"Fast Food";"Kandivali East";4.4;23;"50";"100"
"Mealful Rolls - India's Biggest Rolls";"Snacks";"Kandivali East";4.4;23;"50";"100"
"Mealful Rolls - India's Biggest Rolls";"North Indian";"Kandivali East";4.4;23;"50";"100"
"Mealful Rolls - India's Biggest Rolls";"Desserts";"Kandivali East";4.4;23;"50";"100"
"The Momo Co.";"Chinese";"Kandivali East";4.1;20;"50";"100"
"The Momo Co.";"Asian";"Kandivali East";4.1;20;"50";"100"
"The Momo Co.";"Tibetan";"Kandivali East";4.1;20;"50";"100"
"The Momo Co.";"Desserts";"Kandivali East";4.1;20;"50";"100"
"Faasos' Signature Wraps & Rolls";"Fast Food";"Kandivali East";4.0;25;"50";"100"
"Faasos' Signature Wraps & Rolls";"Snacks";"Kandivali East";4.0;25;"50";"100"
"Faasos' Signature Wraps & Rolls";"North Indian";"Kandivali East";4.0;25;"50";"100"
"Faasos' Signature Wraps & Rolls";"Desserts";"Kandivali East";4.0;25;"50";"100"
"Faasos' Signature Wraps & Rolls";"Beverages";"Kandivali East";4.0;25;"50";"100"
"Havmor Havfunn Ice Cream";"Ice Cream";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Ice Cream Cakes";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Desserts";"Kandivali East";4.6;18;"0";"Not Available"
"Havmor Havfunn Ice Cream";"Beverages";"Kandivali East";4.6;18;"0";"Not Available"
"Grameen Kulfi";"Ice Cream";"Kandivali East";4.7;16;"Not Available";"99"
"Grameen Kulfi";"Desserts";"Kandivali East";4.7;16;"Not Available";"99"
"Kareem's";"North Indian";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Biryani";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Chinese";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Indian";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Desserts";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Mughlai";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Tandoor";"Kandivali East";4.1;32;"50";"100"
"Kareem's";"Lucknowi";"Kandivali East";4.1;32;"50";"100"
"McDonald's Gourmet Burger Collection";"Burgers";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Beverages";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Cafe";"Kandivali East";4.3;26;"0";"Not Available"
"McDonald's Gourmet Burger Collection";"Desserts";"Kandivali East";4.3;26;"0";"Not Available"
"Suchali's Artisan Bakehouse";"Beverages";"Kandivali East";4.6;18;"20";"50"
