"hotel_name";"food";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"Doner and Gyros";"Middle Eastern";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Healthy Food";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Salads";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Snacks";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"American";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Desserts";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Beverages";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Rolls & Wraps";"Mira Road";4.5;50;"0";"Not Available"
"Doner and Gyros";"Fast Food";"Mira Road";4.5;50;"0";"Not Available"
"New York Waffles & Dinges";"Waffle";"Borivali";3.7;38;"Not Available";"449"
"New York Waffles & Dinges";"Bakery";"Borivali";3.7;38;"Not Available";"449"
"New York Waffles & Dinges";"Desserts";"Borivali";3.7;38;"Not Available";"449"
"New York Waffles & Dinges";"Beverages";"Borivali";3.7;38;"Not Available";"449"
"New York Waffles & Dinges";"Ice Cream";"Borivali";3.7;38;"Not Available";"449"
"Vividham Sweets and Dryfruits";"Indian";"Kandivali East";4.7;22;"10";"1000"
"Vividham Sweets and Dryfruits";"Snacks";"Kandivali East";4.7;22;"10";"1000"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Pizzas";"Kandivali East";4.2;40;"Not Available";"249"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Pastas";"Kandivali East";4.2;40;"Not Available";"249"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Jain";"Kandivali East";4.2;40;"Not Available";"249"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Beverages";"Kandivali East";4.2;40;"Not Available";"249"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Desserts";"Kandivali East";4.2;40;"Not Available";"249"
"Juno's Pizza by EatFit - Baking Fresh Since 1974";"Fast Food";"Kandivali East";4.2;40;"Not Available";"249"
"Starboy Pizza & Shakes";"Pizzas";"Borivali";4.0;42;"Not Available";"449"
"Starboy Pizza & Shakes";"Italian";"Borivali";4.0;42;"Not Available";"449"
"Starboy Pizza & Shakes";"Desserts";"Borivali";4.0;42;"Not Available";"449"
"Starboy Pizza & Shakes";"Beverages";"Borivali";4.0;42;"Not Available";"449"
"SLAY Coffee";"Cafe";"Kandivali East";4.2;55;"Not Available";"399"
"SLAY Coffee";"Beverages";"Kandivali East";4.2;55;"Not Available";"399"
"SLAY Coffee";"Desserts";"Kandivali East";4.2;55;"Not Available";"399"
"SLAY Coffee";"Snacks";"Kandivali East";4.2;55;"Not Available";"399"
"SLAY Coffee";"Pastas";"Kandivali East";4.2;55;"Not Available";"399"
"The Sugar Free Keto Kafe - Artinci";"Ice Cream";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Keto";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Healthy Food";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Sweets";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Bakery";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Desserts";"Kandivali East";4.4;45;"Not Available";"449"
"The Sugar Free Keto Kafe - Artinci";"Snacks";"Kandivali East";4.4;45;"Not Available";"449"
"Cake Walk";"Indian";"Kandivali East";3.0;46;"0";"Not Available"
"Cake Walk";"Bakery";"Kandivali East";3.0;46;"0";"Not Available"
"Cake Walk";"Waffle";"Kandivali East";3.0;46;"0";"Not Available"
"Cake Walk";"Desserts";"Kandivali East";3.0;46;"0";"Not Available"
"Akkad Bakkad Bombay Boo - AB3";"Snacks";"Kandivali East";4.5;33;"Not Available";"449"
"Akkad Bakkad Bombay Boo - AB3";"Fast Food";"Kandivali East";4.5;33;"Not Available";"449"
"Akkad Bakkad Bombay Boo - AB3";"Pizzas";"Kandivali East";4.5;33;"Not Available";"449"
"The Wafflemeister";"Desserts";"Kandivali East";4.4;32;"40";"80"
"The Wafflemeister";"Beverages";"Kandivali East";4.4;32;"40";"80"
"The Wafflemeister";"Sweets";"Kandivali East";4.4;32;"40";"80"
"The Wafflemeister";"Ice Cream";"Kandivali East";4.4;32;"40";"80"
"Sanjay Pure Veg";"Indian";"Kandivali East";4.3;29;"0";"Not Available"
"Sanjay Pure Veg";"South Indian";"Kandivali East";4.3;29;"0";"Not Available"
"Su-Veg";"North Indian";"Kandivali East";4.4;39;"30";"75"
"Su-Veg";"Chinese";"Kandivali East";4.4;39;"30";"75"
"Su-Veg";"South Indian";"Kandivali East";4.4;39;"30";"75"
"Su-Veg";"Biryani";"Kandivali East";4.4;39;"30";"75"
"Su-Veg";"Snacks";"Kandivali East";4.4;39;"30";"75"
"Su-Veg";"Beverages";"Kandivali East";4.4;39;"30";"75"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"North Indian";"Kandivali East";4.5;39;"20";"50"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"Thalis";"Kandivali East";4.5;39;"20";"50"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"Gujarati";"Kandivali East";4.5;39;"20";"50"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"Rajasthani";"Kandivali East";4.5;39;"20";"50"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"Jain";"Kandivali East";4.5;39;"20";"50"
"Harsh Thali and Parathas - Mom Makes, Son Sells";"Chinese";"Kandivali East";4.5;39;"20";"50"
"Monopoly";"Italian";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Mexican";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Continental";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Juices";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Pizzas";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Snacks";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Pastas";"Kandivali East";4.2;37;"0";"Not Available"
"Monopoly";"Beverages";"Kandivali East";4.2;37;"0";"Not Available"
"Hotel Sarvoday";"Chinese";"Kandivali East";3.1;34;"40";"200"
"Maa Anjani Pav Bhaji Centre";"Chinese";"Kandivali East";4.4;32;"0";"Not Available"
"Maharashtra Biryani center";"Biryani";"Kandivali East";3.9;28;"0";"Not Available"
"Jain Dughdalay";"Sweets";"Borivali";4.4;22;"10";"700"
"69 Dackers Lane";"Bengali";"Kandivali East";3.8;27;"50";"100"
"69 Dackers Lane";"Biryani";"Kandivali East";3.8;27;"50";"100"
"Madras Talkies";"South Indian";"Kandivali East";3.6;19;"Not Available";"499"
"Madras Talkies";"Beverages";"Kandivali East";3.6;19;"Not Available";"499"
"Rama's Sweets & Snacks";"Sweets";"Kandivali East";4.3;12;"10";"40"
"Rama's Sweets & Snacks";"Snacks";"Kandivali East";4.3;12;"10";"40"
"Malvan Kinara";"Indian";"Akurli Road";4.2;43;"10";"1500"
"Malvan Kinara";"Chinese";"Akurli Road";4.2;43;"10";"1500"
"Oye Bihari - Real Taste of Bihar";"Indian";"Kandivali East";4.0;34;"50";"100"
"Oye Bihari - Real Taste of Bihar";"Seafood";"Kandivali East";4.0;34;"50";"100"
"DonBuri";"Continental";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Chinese";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Oriental";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Asian";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Healthy Food";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Fast Food";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Indian";"Kandivali East";3.8;45;"Not Available";"129"
"DonBuri";"Desserts";"Kandivali East";3.8;45;"Not Available";"129"
"Khichdi Express";"Indian";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"North Indian";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"Home Food";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"Healthy Food";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"Snacks";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"Juices";"Kandivali East";4.2;55;"0";"Not Available"
"Khichdi Express";"Beverages";"Kandivali East";4.2;55;"0";"Not Available"
"Keventers Ice Cream";"Ice Cream";"Kandivali East";4.1;55;"Not Available";"399"
"Keventers Ice Cream";"Desserts";"Kandivali East";4.1;55;"Not Available";"399"
"ENSO - Sourdough Pizza by Nomad";"Pizzas";"Kandivali East";4.6;53;"Not Available";"999"
"ENSO - Sourdough Pizza by Nomad";"Fast Food";"Kandivali East";4.6;53;"Not Available";"999"
"ENSO - Sourdough Pizza by Nomad";"Desserts";"Kandivali East";4.6;53;"Not Available";"999"
"ENSO - Sourdough Pizza by Nomad";"Salads";"Kandivali East";4.6;53;"Not Available";"999"
"ENSO - Sourdough Pizza by Nomad";"Beverages";"Kandivali East";4.6;53;"Not Available";"999"
"Cafe Delhi Heights";"Italian";"Kandivali East";4.0;66;"Not Available";"399"
"Cafe Delhi Heights";"American";"Kandivali East";4.0;66;"Not Available";"399"
"Cafe Delhi Heights";"Indian";"Kandivali East";4.0;66;"Not Available";"399"
"Raja Chinese & Tandoor Corner";"Chinese";"Kandivali East";3.9;36;"Not Available";"999"
"Raja Chinese & Tandoor Corner";"Barbecue";"Kandivali East";3.9;36;"Not Available";"999"
"Su - Swagat";"North Indian";"Borivali";4.2;31;"0";"Not Available"
"Su - Swagat";"Chinese";"Borivali";4.2;31;"0";"Not Available"
"Su - Swagat";"Tandoor";"Borivali";4.2;31;"0";"Not Available"
"Su - Swagat";"Beverages";"Borivali";4.2;31;"0";"Not Available"
"Su - Swagat";"Ice Cream";"Borivali";4.2;31;"0";"Not Available"
"Su - Swagat";"South Indian";"Borivali";4.2;31;"0";"Not Available"
"Grand Maratha";"North Indian";"Kandivali East";4.4;39;"0";"Not Available"
"Grand Maratha";"Chinese";"Kandivali East";4.4;39;"0";"Not Available"
"Grand Maratha";"Malwani";"Kandivali East";4.4;39;"0";"Not Available"
"Hotel Shree Ramdev";"South Indian";"Dahisar";4.4;27;"0";"Not Available"
"Hotel Shree Ramdev";"Punjabi";"Dahisar";4.4;27;"0";"Not Available"
"Hotel Shree Ramdev";"Indian";"Dahisar";4.4;27;"0";"Not Available"
"Hotel Shree Ramdev";"Tandoor";"Dahisar";4.4;27;"0";"Not Available"
"Hotel Shree Ramdev";"Biryani";"Dahisar";4.4;27;"0";"Not Available"
"Hotel Shree Ramdev";"Chinese";"Dahisar";4.4;27;"0";"Not Available"
"Dwaraka";"South Indian";"Kandivali East";4.6;32;"0";"Not Available"
"Dwaraka";"Indian";"Kandivali East";4.6;32;"0";"Not Available"
"Dwaraka";"Chinese";"Kandivali East";4.6;32;"0";"Not Available"
"Dwaraka";"North Indian";"Kandivali East";4.6;32;"0";"Not Available"
"Dwaraka";"Italian";"Kandivali East";4.6;32;"0";"Not Available"
"Paratha Zone";"North Indian";"BORIVALI";4.5;28;"0";"Not Available"
"Paratha Zone";"Snacks";"BORIVALI";4.5;28;"0";"Not Available"
"Paratha Zone";"Biryani";"BORIVALI";4.5;28;"0";"Not Available"
"THE CAKE POINT";"Bakery";"Borivali";4.1;34;"0";"Not Available"
"Agrawal Sweets";"North Indian";"Kandivali East";3.8;27;"Not Available";"599"
"Agrawal Sweets";"Snacks";"Kandivali East";3.8;27;"Not Available";"599"
"Kathiyawadi Bhog";"Indian";"Kandivali East";4.3;39;"0";"Not Available"
"SHREE RAM SWEETS AND FARSAN";"Sweets";"Borivali";4.6;29;"0";"Not Available"
"SHREE RAM SWEETS AND FARSAN";"Snacks";"Borivali";4.6;29;"0";"Not Available"
"Bhaskar's Puranpoli Ghar";"Maharashtrian";"Kandivali East";4.4;38;"0";"Not Available"
"Bhaskar's Puranpoli Ghar";"Gujarati";"Kandivali East";4.4;38;"0";"Not Available"
"Bhaskar's Puranpoli Ghar";"Mangalorean";"Kandivali East";4.4;38;"0";"Not Available"
"Chaap Theka";"Biryani";"Borivali";4.3;38;"10";"700"
"Chaap Theka";"Jain";"Borivali";4.3;38;"10";"700"
"Chaap Theka";"Tandoor";"Borivali";4.3;38;"10";"700"
"Chaap Theka";"North Indian";"Borivali";4.3;38;"10";"700"
"Biryani Barbeque Chinese (BBC)";"Biryani";"Kandivali East";4.4;30;"0";"Not Available"
"Biryani Barbeque Chinese (BBC)";"Chinese";"Kandivali East";4.4;30;"0";"Not Available"
"Biryani Barbeque Chinese (BBC)";"North Indian";"Kandivali East";4.4;30;"0";"Not Available"
"Biryani Barbeque Chinese (BBC)";"Punjabi";"Kandivali East";4.4;30;"0";"Not Available"
"Biryani Barbeque Chinese (BBC)";"Kebabs";"Kandivali East";4.4;30;"0";"Not Available"
"Biryani Barbeque Chinese (BBC)";"Afghani";"Kandivali East";4.4;30;"0";"Not Available"
"Damru Paan Shop";"Paan";"Kandivali East";4.7;25;"0";"Not Available"
"Nandu Dosa Dinner";"South Indian";"Borivali";4.3;34;"0";"Not Available"
"Nagpal Choley Bhature";"North Indian";"Kandivali East";4.2;35;"10";"600"
"Nagpal Choley Bhature";"Tandoor";"Kandivali East";4.2;35;"10";"600"
"Nagpal Choley Bhature";"Beverages";"Kandivali East";4.2;35;"10";"600"
"Nagpal Choley Bhature";"Desserts";"Kandivali East";4.2;35;"10";"600"
"The Juice Junction";"Juices";"Kandivali East";4.4;28;"Not Available";"999"
"The Juice Junction";"Beverages";"Kandivali East";4.4;28;"Not Available";"999"
"Nat Khat Pav Bhaji And Snacks Corner";"North Indian";"Kandivali East";3.4;51;"60";"120"
"Nat Khat Pav Bhaji And Snacks Corner";"Fast Food";"Kandivali East";3.4;51;"60";"120"
"Nat Khat Pav Bhaji And Snacks Corner";"Snacks";"Kandivali East";3.4;51;"60";"120"
"Mystic Lebanese";"Arabian";"Kandivali East";4.2;45;"Not Available";"249"
"Mystic Lebanese";"Mediterranean";"Kandivali East";4.2;45;"Not Available";"249"
"Mystic Lebanese";"Lebanese";"Kandivali East";4.2;45;"Not Available";"249"
"Mystic Lebanese";"Turkish";"Kandivali East";4.2;45;"Not Available";"249"
"Amritsari Kulcha Junction (Pure Veg)";"North Indian";"Borivali";4.1;46;"Not Available";"749"
"Amritsari Kulcha Junction (Pure Veg)";"Chaat";"Borivali";4.1;46;"Not Available";"749"
"Amritsari Kulcha Junction (Pure Veg)";"Punjabi";"Borivali";4.1;46;"Not Available";"749"
"Amritsari Kulcha Junction (Pure Veg)";"Beverages";"Borivali";4.1;46;"Not Available";"749"
"South Tiffin House Exclusive";"South Indian";"Kandivali East";4.2;42;"Not Available";"449"
"South Tiffin House Exclusive";"Street Food";"Kandivali East";4.2;42;"Not Available";"449"
"South Tiffin House Exclusive";"Beverages";"Kandivali East";4.2;42;"Not Available";"449"
"South Tiffin House Exclusive";"Snacks";"Kandivali East";4.2;42;"Not Available";"449"
"Lata Restaurant";"Indian";"Kandivali East";4.4;40;"15";"80"
"Lata Restaurant";"Chinese";"Kandivali East";4.4;40;"15";"80"
"Lata Restaurant";"Mughlai";"Kandivali East";4.4;40;"15";"80"
"Lata Restaurant";"Biryani";"Kandivali East";4.4;40;"15";"80"
"Lata Restaurant";"North Indian";"Kandivali East";4.4;40;"15";"80"
"Sandeep Pure Veg";"South Indian";"Kandivali West";4.5;42;"0";"Not Available"
"Sandeep Pure Veg";"North Indian";"Kandivali West";4.5;42;"0";"Not Available"
"Sandeep Pure Veg";"Chinese";"Kandivali West";4.5;42;"0";"Not Available"
"Sandeep Pure Veg";"Street Food";"Kandivali West";4.5;42;"0";"Not Available"
"Sannidhi Family Restaurant (Kandivali Station)";"Mughlai";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"North Indian";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Chinese";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"South Indian";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Indian";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Salads";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Desserts";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Snacks";"Kandivali East";4.5;47;"Not Available";"749"
"Sannidhi Family Restaurant (Kandivali Station)";"Beverages";"Kandivali East";4.5;47;"Not Available";"749"
"Pangat (Dahisar East)";"Konkan";"Dahisar";4.4;44;"0";"Not Available"
"Pangat (Dahisar East)";"Chinese";"Dahisar";4.4;44;"0";"Not Available"
"Pangat (Dahisar East)";"Tandoor";"Dahisar";4.4;44;"0";"Not Available"
"Pangat (Dahisar East)";"Indian";"Dahisar";4.4;44;"0";"Not Available"
"Akkad Bakkad Bombay Boom (Mahavir Nagar)";"Snacks";"Kandivali East";4.2;44;"Not Available";"999"
"Akkad Bakkad Bombay Boom (Mahavir Nagar)";"Italian";"Kandivali East";4.2;44;"Not Available";"999"
"Ganesh Snack & Juice Corner";"Fast Food";"Kandivali East";4.3;33;"30";"75"
"Ganesh Snack & Juice Corner";"Chaat";"Kandivali East";4.3;33;"30";"75"
"Sonu's Chinese Corner";"Chinese";"Kandivali East";4.2;35;"0";"Not Available"
"Sonu's Chinese Corner";"North Indian";"Kandivali East";4.2;35;"0";"Not Available"
"Radha Restaurant";"South Indian";"Kandivali East";4.5;35;"0";"Not Available"
"Radha Restaurant";"Chinese";"Kandivali East";4.5;35;"0";"Not Available"
"Radha Restaurant";"Snacks";"Kandivali East";4.5;35;"0";"Not Available"
"Radha Restaurant";"Indian";"Kandivali East";4.5;35;"0";"Not Available"
"Radha Restaurant";"Beverages";"Kandivali East";4.5;35;"0";"Not Available"
"Radha Restaurant";"Pizzas";"Kandivali East";4.5;35;"0";"Not Available"
"Sanjay Icecreams";"Ice Cream";"Kandivali East";4.5;24;"0";"Not Available"
"Sanjay Icecreams";"Desserts";"Kandivali East";4.5;24;"0";"Not Available"
"Raisins Chocolatier And Patisserie";"Desserts";"Borivali";3.3;27;"15";"100"
"Fisco Restobar";"Indian";"Kandivali East";4.5;37;"Not Available";"449"
"Fisco Restobar";"Chinese";"Kandivali East";4.5;37;"Not Available";"449"
"Fisco Restobar";"Italian";"Kandivali East";4.5;37;"Not Available";"449"
"Fisco Restobar";"Mexican";"Kandivali East";4.5;37;"Not Available";"449"
"Pizza Story";"Pizzas";"Kandivali East";4.6;33;"50";"100"
"Pizza Story";"Burgers";"Kandivali East";4.6;33;"50";"100"
"Pizza Story";"Desserts";"Kandivali East";4.6;33;"50";"100"
"Pizza Story";"Chinese";"Kandivali East";4.6;33;"50";"100"
"Pizza Story";"Pastas";"Kandivali East";4.6;33;"50";"100"
"Pizza Story";"Italian";"Kandivali East";4.6;33;"50";"100"
"Taste Of Kolkata";"Indian";"Kandivali East";4.2;31;"10";"40"
"Taste Of Kolkata";"Chinese";"Kandivali East";4.2;31;"10";"40"
"Taste Of Kolkata";"Bengali";"Kandivali East";4.2;31;"10";"40"
"Sizzling Spices";"Chinese";"Kandivali East";4.4;27;"20";"50"
"Sizzling Spices";"Thai";"Kandivali East";4.4;27;"20";"50"
"Sizzling Spices";"Asian";"Kandivali East";4.4;27;"20";"50"
"Sizzling Spices";"Indonesian";"Kandivali East";4.4;27;"20";"50"
"Sizzling Spices";"Seafood";"Kandivali East";4.4;27;"20";"50"
"Sizzling Spices";"Beverages";"Kandivali East";4.4;27;"20";"50"
"Times Of Paratha";"Indian";"Kandivali East";4.2;40;"50";"100"
"Times Of Paratha";"Snacks";"Kandivali East";4.2;40;"50";"100"
"Malvani Swaad (Sushama's Kitchen)";"Malwani";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Seafood";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Indian";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"North Indian";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Biryani";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Salads";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Beverages";"Kandivali East";4.0;37;"Not Available";"249"
"Malvani Swaad (Sushama's Kitchen)";"Thalis";"Kandivali East";4.0;37;"Not Available";"249"
"2 Delicious Poha House";"Indian";"Kandivali East";4.0;16;"10";"40"
"2 Delicious Poha House";"Snacks";"Kandivali East";4.0;16;"10";"40"
"New Kulfi Center";"Ice Cream";"Kandivali East";4.6;26;"0";"Not Available"
"Swastik Fast Food (Franky)";"Fast Food";"Borivali";4.2;33;"0";"Not Available"
"A Taste Of India";"Indian";"Kandivali East";4.4;40;"40";"80"
"A Taste Of India";"Chinese";"Kandivali East";4.4;40;"40";"80"
"A Taste Of India";"Mughlai";"Kandivali East";4.4;40;"40";"80"
"A Taste Of India";"North Indian";"Kandivali East";4.4;40;"40";"80"
"Crave Junction";"Italian";"Kandivali East";4.0;34;"0";"Not Available"
"Crave Junction";"Chinese";"Kandivali East";4.0;34;"0";"Not Available"
"Crave Junction";"Pizzas";"Kandivali East";4.0;34;"0";"Not Available"
"Crave Junction";"Beverages";"Kandivali East";4.0;34;"0";"Not Available"
"Uk14";"Beverages";"Kandivali East";4.5;26;"0";"Not Available"
"Uk14";"Ice Cream";"Kandivali East";4.5;26;"0";"Not Available"
"Jain Sweets";"Street Food";"Kandivali East";4.3;36;"15";"80"
"Jain Sweets";"Maharashtrian";"Kandivali East";4.3;36;"15";"80"
"UFO Fries & Corn";"North Indian";"Kandivali East";4.1;34;"Not Available";"999"
"Wtc Pasta";"Italian";"Borivali";3.9;40;"0";"Not Available"
"Wtc Pasta";"Snacks";"Borivali";3.9;40;"0";"Not Available"
"Wtc Pasta";"Grill";"Borivali";3.9;40;"0";"Not Available"
"Wtc Pasta";"Beverages";"Borivali";3.9;40;"0";"Not Available"
"Wtc Pasta";"Pizzas";"Borivali";3.9;40;"0";"Not Available"
"Wtc Pasta";"Pastas";"Borivali";3.9;40;"0";"Not Available"
"UBQ BY Barbeque Nation";"North Indian";"Kandivali East";4.0;40;"40";"80"
"UBQ BY Barbeque Nation";"Barbecue";"Kandivali East";4.0;40;"40";"80"
"UBQ BY Barbeque Nation";"Biryani";"Kandivali East";4.0;40;"40";"80"
"UBQ BY Barbeque Nation";"Kebabs";"Kandivali East";4.0;40;"40";"80"
"UBQ BY Barbeque Nation";"Mughlai";"Kandivali East";4.0;40;"40";"80"
"UBQ BY Barbeque Nation";"Desserts";"Kandivali East";4.0;40;"40";"80"
"Food Costa";"Fast Food";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Pizzas";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Biryani";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Mexican";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Snacks";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Beverages";"Kandivali East";3.9;23;"20";"50"
"Food Costa";"Burgers";"Kandivali East";3.9;23;"20";"50"
"Five Star";"Fast Food";"Kandivali East";4.5;23;"0";"Not Available"
"Five Star";"Burgers";"Kandivali East";4.5;23;"0";"Not Available"
"Five Star";"Snacks";"Kandivali East";4.5;23;"0";"Not Available"
"Arihant Dugdhalay";"Desserts";"Borivali";4.4;25;"0";"Not Available"
"Arihant Dugdhalay";"Sweets";"Borivali";4.4;25;"0";"Not Available"
"Al Arabian Shawarma";"Arabian";"Kandivali East";2.7;25;"0";"Not Available"
"Al Arabian Shawarma";"Lebanese";"Kandivali East";2.7;25;"0";"Not Available"
"Al Arabian Shawarma";"Kebabs";"Kandivali East";2.7;25;"0";"Not Available"
"Al Arabian Shawarma";"Salads";"Kandivali East";2.7;25;"0";"Not Available"
"Al Arabian Shawarma";"Beverages";"Kandivali East";2.7;25;"0";"Not Available"
"Al Arabian Shawarma";"Middle Eastern";"Kandivali East";2.7;25;"0";"Not Available"
"Bombay Sultaani Biryani House";"Indian";"Kandivali East";4.0;31;"60";"120"
"Bombay Sultaani Biryani House";"Biryani";"Kandivali East";4.0;31;"60";"120"
"East Asia - Indian | Asian | Continental";"Chinese";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Italian";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Thai";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Asian";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Indian";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Tandoor";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Continental";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Sushi";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Pizzas";"Kandivali East";4.2;42;"0";"Not Available"
"East Asia - Indian | Asian | Continental";"Salads";"Kandivali East";4.2;42;"0";"Not Available"
"Joey's Pizzeria-Kandivali (E)";"Pizzas";"Kandivali East";3.7;44;"50";"100"
"Joey's Pizzeria-Kandivali (E)";"Chinese";"Kandivali East";3.7;44;"50";"100"
"Joey's Pizzeria-Kandivali (E)";"Desserts";"Kandivali East";3.7;44;"50";"100"
"Joey's Pizzeria-Kandivali (E)";"Burgers";"Kandivali East";3.7;44;"50";"100"
"Joey's Pizzeria-Kandivali (E)";"Pastas";"Kandivali East";3.7;44;"50";"100"
"Joey's Pizzeria-Kandivali (E)";"Italian";"Kandivali East";3.7;44;"50";"100"
"The Chocolate Heaven";"Desserts";"Kandivali East";4.1;34;"Not Available";"449"
"The Chocolate Heaven";"Italian";"Kandivali East";4.1;34;"Not Available";"449"
"The Chocolate Heaven";"Snacks";"Kandivali East";4.1;34;"Not Available";"449"
"Pavbhaji Bistro";"Indian";"Kandivali East";4.3;29;"0";"Not Available"
"Pavbhaji Bistro";"Fast Food";"Kandivali East";4.3;29;"0";"Not Available"
"New Wanton Point";"Indian";"Kandivali East";4.4;24;"40";"80"
"New Wanton Point";"Chinese";"Kandivali East";4.4;24;"40";"80"
"Delicacy Of Mewar";"Snacks";"Kandivali East";3.8;41;"10";"1000"
"Ek Bihari - The Bihar Diaries";"Indian";"Kandivali East";3.7;35;"50";"100"
"Ek Bihari - The Bihar Diaries";"Seafood";"Kandivali East";3.7;35;"50";"100"
"Yamu's Panchayat";"Paan";"Kandivali East";4.9;16;"0";"Not Available"
"Vividh NX";"Chinese";"Kandivali East";4.4;35;"10";"40"
"Vividh NX";"Oriental";"Kandivali East";4.4;35;"10";"40"
"Vividh NX";"Indian";"Kandivali East";4.4;35;"10";"40"
"Kumar's Cafe";"Beverages";"Borivali";3.2;26;"0";"Not Available"
"Kumar's Cafe";"South Indian";"Borivali";3.2;26;"0";"Not Available"
"Makhani Darbar";"North Indian";"Kandivali East";4.4;23;"50";"100"
"Makhani Darbar";"Kebabs";"Kandivali East";4.4;23;"50";"100"
"Makhani Darbar";"Mughlai";"Kandivali East";4.4;23;"50";"100"
"Makhani Darbar";"Beverages";"Kandivali East";4.4;23;"50";"100"
